month,predicted_count,forecast_created_at,training_end_month,model_name
2026-08-01,299252,2026-07-22T19:16:46.756907,2026-07,gradient_boosting
2026-09-01,304043,2026-07-22T19:16:46.756907,2026-07,gradient_boosting
2026-10-01,298890,2026-07-22T19:16:46.756907,2026-07,gradient_boosting
2026-11-01,310599,2026-07-22T19:16:46.756907,2026-07,gradient_boosting
2026-12-01,319696,2026-07-22T19:16:46.756907,2026-07,gradient_boosting
